SNname,HostName,PSN,type,redshift,OtherName,Nobs,targetids,SNra,SNdec,AV,AVerr,AVsour,HostRa,HostDec,Long,Lat,Morphology,host_velocity,host_vel_err,host_vel_corr,host_vel_corr_err,Discover_date,Last_non-detection_date,template_status,max_ks,filters_used,notes,Explosion_Date,ExpDateReference,ExpDateReferenceLinks,ExpDateMethod,other_SNe,UVM2_DatPoints,best_dm,best_dm_err,best_dm_method,best_dm_ref,Hubble_dm,Hubble_dm_err,Hubble_dm_ref,Cep_dm,Cep_dm_err,Cep_dm_ref,SBF_dm,SBF_dm_err,SBF_dm_ref,TRGB_dm,TRGB_dm_err,TRGB_dm_ref,end,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,year,broadtype,standardtype
SN2018acj,,,II,0.0078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,II,II
SN2018aaz,,,Ia,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,Ia,Ia
SN2018aad,,,II-pec,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,II,II-pec
SN2017ln,,,Ia,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,Ia,Ia
SN2017jd,,,Ia,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,Ia,Ia
SN2017ivv,,,II,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,II,II
SN2017ivu,,,IIP,0.0065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,II,IIP
SN2017hzw,,,Ia-CSM,0.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,Ia,Ia-CSM
SN2017hxz,,,II,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,II,II
SN2017hoq,,,Ia,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,Ia,Ia
SN2017hm,,,Ia,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,Ia,Ia
SN2017hky,,,II,0.009725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,II,II
SN2017hjy,,,Ia,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,Ia,Ia
SN2017hcc,,,IIn,0.0173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,n,IIn
SN2017hbf,,,Ia,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,Ia,Ia
SN2017gvp,,,Ia,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,Ia,Ia
SN2017gmr,,,II,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,II,II
SN2017glq,,,Ia,0.011755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,Ia,Ia
SN2017gir,,,IIn,0.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,n,IIn
SN2017gci,,,SLSN-I,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,SE CC,SLSN-I
SN2017gax,,,Ib/c,0.0044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,SE CC,Ib/c
SN2017gas,,,IIn,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,n,IIn
SN2017gah,,,Ia,0.0089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,Ia,Ia
SN2017fzw,,,Ia-91bg-like,0.0054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,Ia,SNIa-91bg
SN2017fgc,,,Ia,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,Ia,Ia
SN2017faf,,,II,0.0295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,II,II
SN2017erp,,,Ia,0.006174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,Ia,Ia
SN2017emq,,,Ia,0.005247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,Ia,Ia
SN2017ein,,,Ic,0.0027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,SE CC,Ic
SN2017egm,,,SLSN-I,0.030721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,SE CC,SLSN-I
SN2017eaw,,,II,0.00013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,II,II
SN2017drh,,,Ia,0.005554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,Ia,Ia
SN2017cyy,,,Ia,0.0098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,Ia,Ia
SN2017ckq,,,Ia,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,Ia,Ia
SN2017cjb,,,II,0.0094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,II,II
SN2017cbv,,,Ia,0.003999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,Ia,Ia
SN2017bzc,,,Ia,0.005365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,Ia,Ia
SN2017bgu,,,Ib,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,SE CC,Ib
SN2017bc,,,Ia,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,Ia,Ia
SN2017azw,,,Ia,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,Ia,Ia
SN2017awz,,,Ia-91T-like,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,Ia,Ia-91T
SN2017ahn,,,II,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,II,II
SN2017SNi,,,IIb,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,SE CC,IIb
SN2016zd,2MASX J12052488-2123572, , Ia, , , , ,'12:05:25.826,-21:24:01.20,0.151,0.0151,S_F_2011,12h05m24.8982s,-21d23m57.1534s,288.857144,40.211431, ,9575,45,10133,66,'2016-02-02 06:43:12.000,'2016-01-31 13:26:24, , , , , , , , , , ,35.61903143,0.363349543,HF, ,35.61903143,0.363349543,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,Ia,Ia
SN2016wi,iPTF15esb HOST,,SLSN-I,0.2239,iPTF15esb,,,07 58 50.6706,+66 07 39.1627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,SE CC,SLSN-I
SN2016iyz,,,II,0.0104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,II,II
SN2016iyd,,,II,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,II,II
SN2016itd,,,Ia,0.0175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,Ia,Ia
SN2016ipf,,,Ia,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,Ia,Ia
SN2016ija,,,II,0.003468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,II,II
SN2016hzg,MCG -01-03-084,,SNII,0.01889,iPTF16hzg,,,01 04 37.1052,-02 32 32.2544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,II,II
SN2016hnk,,,Ia,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,Ia,Ia
SN2016hgs,,,Ib-Ca-rich,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,SE CC,Ib-Ca-rich
SN2016hgm,NGC 493, ,II,0.008, ,5, ,'01:22:11.730,+00:57:07.78,0.087,0.0087,S_F_2011,1h22m08.985s,0d56m43.21s,138.910966,-60.969989,SAB(s)cd: sp,2338,5,2277,13,'2016-10-19 09:10:45.000,'2016-10-11 07:31:53,GI15,3, , ,x, ,https://ui.adsabs.harvard.edu/search/fq=%7B!type%3Daqp%20v%3D%24fq_database%7D&fq_database=database%3A%20astronomy&p_=0&q=((%3Dabs%3A(SN2016hgm)%20OR%20simbid%3A(11954648)%20OR%20nedid%3A(SN_2016hgm))%20database%3Aastronomy)&sort=date%20desc%2C%20bibcode%20desc, , , ,32.55756005,0.551015956,HF, ,32.55756005,0.551015956,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,II,II
SN2016gxp,NGC 51,     ,Ia-pec,0.018,             ,24, ,'00:14:34.650,+48:15:08.10,0.33,0.033,S_F_2011,0h14m34.895s,48d15m19.86s,116.619303,-14.163733,S0^0^ pec:     LINER,5351,18,5336,29,'2016-10-05 07:36:46.000,'2016-08-07 10:06:44,done,5, ,onSuboslist, , , , , ,10,34.35551227,0.394677909,HF, ,34.35551227,0.394677909,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,Ia,Ia-pec
SN2016gsb,ESO 555-G29, ,Ia,0.0097,ASASSN-16kz,7, ,'06:04:28.140,-20:20:24.94,0.182,0.0182,S_F_2011,6h04m27.462s,-20d21m13.57s,226.558887,-19.174683,Sc,2893,6,2919,19,'2016-09-29 06:43:12.000,'2016-09-24 07:39:21,done,2.4, ,grism, , , , , ,2,33.02007969,0.490054062,HF, ,33.02007969,0.490054062,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,Ia,Ia
SN2016grk,UGC 11722,,SNII,0.016525,iPTF16grk,,,21 19 41.2688,+21 57 56.1686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,II,II
SN2016gkg,NGC 613, ,II,0.00494,ATLAS16cvu, , ,'01:34:14.40,-29:26:24.2,0.045,0,"Brown_walker_2020,S_F_2011",1h34m18.235s,-29d25m06.56s,229.076728,-80.292468,SB(rs)bc;HII   Sy,1481,5,1437,10,'2016-09-20 05:57:45.000, ,done, , , ,57650.94,Tartaglia_etal_2017,https://ui.adsabs.harvard.edu/abs/2017ApJ...836L..12T/abstract,light curve fitting, ,17,31.56611281,0.759453437,HF,Tartaglia_etal_2017,31.56611281,0.759453437,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,II,II
SN2016gfy,NGC 2276, ,II,0.008,iPTF16gdw,9, ,'07:26:45.932,+85:45:51.17,0.269,0.0269,S_F_2011,7h27m14.485s,85d45m16.2s,127.669983,27.709215,SAB(rs)c,2416,2,2711,16,'2016-09-13 02:29:24.000,'2014-04-09 21:02:53,done,2, , ,2016 Sept 9.90 UT,Singh_etal_2019,https://arxiv.org/pdf/1907.03159.pdf, , ,4,32.62882217,0.540277377,HF,Singh_etal_2019,32.62882217,0.540277377,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,II,II
SN2016gfr,PGC 1693718, ,Ia,0.014, ,8, ,'18:19:35.570,+23:47:09.20,0.358,0.0358,S_F_2011,18h19m35.6691s,23d47m13.736s, , , , , , , ,'2016-09-12 05:22:23.000,'2016-09-08 05:56:11,done,3, ,grism, , , , , ,4, , , , , , ,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,Ia,Ia
SN2016gdw,WISEA J222704.93+231643.7,,SNII,0.061,iPTF16gdw,,,22 27 05.1032,+23 16 45.5174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,II,II
SN2016frp, , ,Ib-pec,0.027,PTSS-16mvz,7, ,'00:21:32.540,-05:57:24.29,0.094,0.0094,S_F_2011,0h21m32.5s,-5d57m30s,103.026308,-67.667142, , , , , ,'2016-08-27 18:36:59.000, , ,2, , , , , ,SNID, , , , , , , , ,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,SE CC,Ib-pec
SN2016ffh,,,Ia,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,Ia,Ia
SN2016fff,UGC A 430, ,Ia,0.01144,ASASSN-16jf,4, ,'22:36:59.140,-25:13:55.63,0.063,0.0063,S_F_2011, , , , , , , , , ,'2016-08-23 06:00:00.000,'2016-08-16 02:38:24,needs,4, ,grism, , , , , , , , , , , , ,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,Ia,Ia
SN2016fej,NGC 6942, ,Ia,0.010914,ASASSN-16jc,19, ,'20:40:39.870,-54:18:36.24,0.127,0.0127,S_F_2011,20h40m37.866s,-54d18m11.09s,343.7298,-37.479337,(R'_2)SB(rs)a,3272,26,3479,34,'2016-08-22 04:11:25.000,'2016-08-20 04:20:11,done,3, , , , , , , ,13,33.28740399,0.464270971,HF, ,33.28740399,0.464270971,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,Ia,Ia
SN2016ezh, , ,TDE,0.08,PS16dtm, , ,'01:58:05.0,-00:52:22,0.069,0.0069,S_F_2011, , , , , , , , , ,'2016-08-12 13:46:33.000, ,GI15, , , ,x, ,https://arxiv.org/pdf/1703.07816.pdf, , ,30, , , , , , ,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0, , 
SN2016euj,ESO 479-G7, ,Ia,0.017,ASASSN-16ip,11,34680_93187,'02:27:21.700,-23:55:45.30,0.053,0.0053,S_F_2011,2h27m21.8226s,-23d55m43.6455s,209.876195,-68.158679,S0:,5099,30,4984,32,'2016-08-09 06:57:36.000,'2016-08-07 06:14:24,done,3, , , , , , , ,1,34.25076258,0.399863096,HF, ,34.25076258,0.399863096,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,Ia,Ia
SN2016eoa,NGC 83, ,Ia,0.020771,Gaia16bay,7, ,'00:21:23.100,+22:26:08.30,0.197,0.0197,S_F_2011,0h21m22.4104s,22d26m00.96s,113.863118,-39.9081,E,6227,26,6109,34,'2016-08-02 09:18:00.000,'2016-07-23 11:05:53,done,5, , , , , , , ,0,34.68473185,0.383129971,HF, ,34.68473185,0.383129971,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,Ia,Ia
SN2016enk,UGC 9857, ,IIP,0.0078,ASASSN-16hy,9, ,'15:26:29.540,+41:44:03.85,0.068,0.0068,S_F_2011,15h26m31.367s,41d43m30.7056s,67.911286,55.221178,IBm,2338,5,2902,22,'2016-08-03 07:07:18.000,'2016-07-27 07:55:05,done,5, , , , , , , , ,32.55756005,0.551015956,HF, ,32.55756005,0.551015956,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,II,IIP
SN2016els, , ,SLSN-I,0.217,PS16dnq,6, ,'20:30:13.920,-10:57:01.81,0.141,0.0141,S_F_2011, , , , , , , , , ,'2016-07-29 07:55:12.000, , ,3, , , , , , , ,3, , , , , , ,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,SE CC,SLSN-I
SN2016ekt, , ,Ia,0.017,ASASSN-16hw,5, ,'21:53:27.882,-34:24:20.95,0.068,0.0068,S_F_2011,21h53m27.8873s,-34d24m21.4704s,10.854272,-51.393485, , , , , ,'2016-07-29 08:09:36.000,'2016-07-17 03:07:12,done,3, , , , , , , ,0, , , , , , ,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,Ia,Ia
SN2016ekg,ESO 466-G32, ,Ia,0.017, ,12,34658,'22:00:03.600,-30:11:07.00,0.06,0.006,S_F_2011,22h00m02.402s,-30d11m01.67s,17.843905,-52.492998,Sb,5126,64,5272,66,'2016-07-27 06:35:41.000,'2016-06-14 10:42:59,done,8, ,grism, , , , , ,7,34.26223053,0.403135343,HF, ,34.26223053,0.403135343,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,Ia,Ia
SN2016eja,2MASX J22253147+3859010, ,Ia,0.04,ASASSN-16hr,9, ,'22:25:31.760,+38:59:03.50,0.329,0.0329,S_F_2011,22h25m31.472s,38d59m01.05s,94.2548,-15.629192, , , , , ,'2016-07-26 10:04:48.000,'2016-07-22 10:33:36,done,3, , , , , , , ,0, , , , , , ,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,Ia,Ia
SN2016eiy,ESO 509-IG64, ,Ia,0.008663,ASASSN-16hp,15, ,'13:34:38.640,-23:40:53.15,0.3,0,"Brown_walker_2020,S_F_2011",13h34m39.3s,-23d40m50s,315.537562,38.132103,Sab            Sy2,2597,10,2450,27,'2016-07-26 01:40:48.000,'2016-07-24 01:26:24,done,7, ,grism, , , , , ,0,32.78569727,0.518849602,HF, ,32.78569727,0.518849602,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,Ia,Ia
SN2016eii,ESO 54-IG2, ,Ia,0.036,Gaia16awf,11, ,'03:07:53.500,-69:01:47.20,0.104,0.0104,S_F_2011,3h07m50.7s,-69d01m46s,286.846978,-43.592324, , , , , ,'2016-07-23 22:09:07.000,'2016-06-21 00:07:12,done,3, , , , , , , ,0, , , , , , ,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,Ia,Ia
SN2016edk,WISEA J174714.15+301323.0,,SNIbn,0.0744,iPTF16bkn,,,17 47 14.2251,+30 13 29.4992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,n,Ibn
SN2016dxv, , ,Ia,0.02,Gaia16alq,6,34524,'18:12:29.36,+31:16:47.3,0.18,0.018,S_F_2011, , , , , , , , , ,'2016-04-21 15:07:12.000,'2016-03-27 17:06:43,done,3,2.00E+02,redshift_uncertain, , , , , ,0, , , , , , ,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,Ia,Ia
SN2016daj,MCG +03-06-31, ,Ia,0.032,ASASSN-16hh,10, ,'02:04:37.500,+21:35:08.45,0.34,0.034,S_F_2011,2h04m36.481s,21d35m30.1s,144.721027,-38.164377, ,9110,109,8880,111,'2016-07-17 12:50:24.000,'2016-07-09 13:55:12,done,3, , , , , , , ,0,35.5109294,0.369041415,HF, ,35.5109294,0.369041415,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,Ia,Ia
SN2016cwf,,,Ia,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,Ia,Ia
